GENE	CHR	START	TWAS.Z
FAM200B	4	15681662	-0.15622
RP11-1191J2.2	4	652850	0.23302
RP11-10K16.1	4	173131928	0.35609
RP11-696N14.1	4	99088857	-0.17446
STX18-AS1	4	4542131	-1.80871
SEC24B-AS1	4	109347475	-1.41073
FAM13A-AS1	4	88709789	-0.50831
RP11-499E18.1	4	102418602	-0.19264
LINC00290	4	181064089	-2.70793
RP11-205M3.3	4	169917761	-1.01904
LINC00504	4	14470465	0.29574
USP46-AS1	4	52659406	-4.71754
KRT8P46	4	102728746	0.89795
UGDH-AS1	4	39528019	0.80736
RP11-665C14.2	4	181261161	-0.02862
RP11-440L14.1	4	762387	0.97348
RP11-177C12.1	4	37868292	-0.1344
RP11-586D19.1	4	6200733	0.16467
MTND4P9	4	25718082	0.40187
RP11-9G1.3	4	133075311	1.0916
ZNF718	4	124480	-0.47127
RP11-284M14.1	4	142933195	3.88193
RPSAP70	4	186157896	0.96648
FAM218A	4	164956948	-2.59221
RP11-529H2.1	4	87261931	0.30087
RP11-6L6.2	4	146214515	0.39133
ENPP7P11	4	9677308	0.64596
AC141928.1	4	3758748	2.39096
THAP9-AS1	4	82893009	1.85471
RP11-420A23.1	4	128292751	-0.10241
RP11-164P12.3	4	151674483	-1.566
RP11-539L10.3	4	6670725	-0.95886
ABCA11P	4	425435	0.42674
RP11-774O3.3	4	8355090	0.74163
FAM86EP	4	3941760	-1.35731
PIGY	4	88521573	-3.76335
RP11-539G18.3	4	39639140	-1.42922
RP11-121C2.2	4	47840122	0.92663
RP11-588K22.2	4	155734448	0.68351
RP11-395I6.3	4	40166675	-0.75945
RP11-73K9.2	4	112229561	-0.00329
RP11-731J8.2	4	47431960	0.0399
RP11-448G15.3	4	10068089	0.66879
RP11-529E10.6	4	3503597	-0.72412
TAPT1-AS1	4	16226685	0.42255
MIR4453	4	152536264	-0.83226
SNHG8	4	118278709	1.38561
RP11-372K14.2	4	151139991	0.3134
RP11-710C12.1	4	95549129	0.37428
RP11-326I11.3	4	184474802	1.48625
FAM47E-STBD1	4	76251721	-0.92666
RP11-440L14.4	4	757022	0.52648
ZNF595	4	53285	0.87957
RP11-127B20.3	4	82374301	-0.08933
RP11-798M19.6	4	173363780	-0.14402
RP11-170N16.3	4	122881878	0.39687
RP11-83A24.2	4	139411927	-1.3927
RP11-218F10.3	4	163529771	0.98679
RP11-756P10.6	4	188740507	0.10946
RP11-164P12.5	4	151669786	-0.52652
RP11-254A24.2	4	91603275	-0.12899
FLJ38576	4	186189032	0.6149
RP11-326I19.2	4	4820405	0.09582
SEPSECS-AS1	4	25160641	-0.02324
RP11-231C18.3	4	53377839	0.19568
GTF2IP12	4	119407967	-0.51545
RP11-1263C18.2	4	577168	1.09444
RNF14	5	141958328	-0.87104
MATR3	5	139293648	1.07912
GABRA1	5	161847063	0.63803
BRD9	5	850291	-1.90131
FAM13B	5	137937960	3.94238
RPL26L1	5	172958729	-0.92644
NSUN2	5	6599239	-0.62142
MFAP3	5	154038906	-0.52153
MAT2B	5	163503114	-0.25413
VCAN	5	83471465	-2.52895
SKIV2L2	5	55307760	-0.07134
DNAH5	5	13690331	-1.09834
ZFYVE16	5	80408013	1.0553
RAI14	5	34656237	-3.71408
SPDL1	5	169583634	-2.48687
CDH10	5	24487100	-1.57036
CTNNA1	5	138610967	0.36159
YTHDC2	5	113513683	-0.18726
ADAMTS6	5	65148736	2.63684
HEXB	5	74640023	-0.06569
PTCD2	5	72320367	-5.09301
MAPK9	5	180233143	0.80147
THOC3	5	175917873	0.36806
FSTL4	5	133196455	0.72535
CYFIP2	5	157266079	-2.26563
ZFR	5	32354350	-0.92357
RIOK2	5	97160867	0.36902
PRDM6	5	123089121	-1.8087
GPBP1	5	57173948	2.22301
SLC12A2	5	128083766	-1.74902
SNX24	5	122843439	0.58405
SNCAIP	5	122311354	-2.64792
ISOC1	5	129094751	-3.29057
DHX29	5	55256245	1.89787
KIF2A	5	62306162	-1.50264
TRPC7	5	136213320	3.08461
MAST4	5	66596361	-1.11931
FGF10	5	44303544	-1.40785
NDST1	5	150485818	1.1048
TCOF1	5	150357639	-0.69692
TRIP13	5	892643	-1.34457
AFF4	5	132875379	0.56395
HMMR	5	163460203	-1.09836
STK10	5	172042073	-0.00717
CDHR2	5	176542511	-1.10721
TCF7	5	134114711	-6.06562
MEF2C	5	88717117	-0.52874
KIAA0141	5	141923808	-1.583
PCDHB4	5	141121799	0.61665
PCDHA6	5	140827958	-0.33334
PCDHGA2	5	141338760	2.21704
WDR70	5	37379212	1.14553
C1QTNF3	5	34019448	-0.68478
MRPL22	5	154941070	0.14411
GEMIN5	5	154887416	-0.76463
TNPO1	5	72816312	-5.09301
OXCT1	5	41730065	0.07398
AK6	5	69350984	1.3477
SCAMP1	5	78360583	-1.4731
IPO11	5	62403972	-2.1887
UIMC1	5	176905005	1.55321
RBM27	5	146203600	0.03023
SEMA6A	5	116443616	-0.78882
PCDHB2	5	141094578	-0.33334
HARS2	5	140691426	-0.06981
NUDT12	5	103548855	1.04614
SEMA5A	5	9035026	1.02555
C7	5	40909252	0.1707
GHR	5	42423777	-0.49323
BRD8	5	138139766	-0.69909
NNT	5	43602692	0.19035
HSPA9	5	138554882	-1.68802
MRPS27	5	72219409	-2.40604
PFDN1	5	140245039	-0.32776
HBEGF	5	140332843	-1.85814
LOX	5	122063195	-2.64792
CDH9	5	26880600	0.57912
APBB3	5	140558268	0.78939
TMCO6	5	140639427	-1.49444
SPARC	5	151661096	1.2755
HMGCR	5	75336329	1.55824
COL4A3BP	5	75368486	-0.59868
FAF2	5	176447628	1.06716
PCDHB3	5	141100473	-2.76478
PCDHB5	5	141135218	0.20274
PCDHB6	5	141150022	0.61665
PCDHB7	5	141172619	-0.62687
PDE8B	5	77210449	0.51717
CLK4	5	178602664	-2.17222
PCDHB15	5	141245349	3.7304
THG1L	5	157731197	-0.63586
ARSB	5	78777209	-1.13352
CLINT1	5	157785743	-0.12941
CNOT6	5	180494412	-1.82764
TTC1	5	160009113	-1.90637
MSH3	5	80654648	-0.40802
RASGRF2	5	80960672	0.17364
POLR3G	5	90471748	1.57384
DROSHA	5	31400497	-0.39595
CDH6	5	31193750	-0.6967
LMNB1	5	126776623	-0.72022
ARRDC3	5	91368724	0.01736
SUB1	5	32531633	-1.2903
NPR3	5	32689070	0.00996
TARS	5	33440696	-0.30231
LNPEP	5	96935394	1.9274
PDE4D	5	58969038	2.88183
ST8SIA4	5	100806935	1.40349
PCDH12	5	141943585	2.2274
SKP1	5	134148935	-2.39258
NR3C1	5	143277931	-0.30378
PPWD1	5	65563236	-1.12323
LIFR	5	38474963	-0.27468
TRIM23	5	65589680	0.54976
TRAPPC13	5	65624716	-1.2445
TXNDC15	5	134873803	1.34146
TTC33	5	40512333	1.11054
WWC1	5	168291651	-3.00351
H2AFY	5	135333900	-1.35423
SMAD5	5	136132845	-1.02756
HMGXB3	5	150000046	3.80849
ERGIC1	5	172834275	2.44878
ATP6V0E1	5	172983757	0.36165
CPEB4	5	173888280	-0.84579
HRH2	5	175658030	-0.34936
DUSP1	5	172768090	-0.24772
PANK3	5	168548495	0.69887
CYSTM1	5	140174642	0.17779
ARAP3	5	141653401	0.09797
PCDHB8	5	141177790	2.89433
PCDHB12	5	141208697	1.04357
ETF1	5	138506095	2.75328
TGFBI	5	136028895	-2.06979
FAM53C	5	138331935	-1.67309
SIL1	5	138946720	0.51972
KDM3B	5	138352596	1.96691
EGR1	5	138465490	0.35746
POLK	5	75511756	2.22458
SLC36A1	5	151437046	1.16315
MTRR	5	7851186	-0.05123
FASTKD3	5	7859159	-0.44362
IRF1	5	132481609	-3.44731
ZSWIM6	5	61332273	-3.96704
PDLIM4	5	132257671	2.59807
KIF3A	5	132692628	-2.70151
GFPT2	5	180300690	-0.66992
NDUFA2	5	140638740	-1.41513
ANKHD1	5	140401814	2.04584
NDFIP1	5	142108505	-3.04392
MAP1B	5	72107234	0.22302
ZCCHC9	5	81301590	-1.14174
MCCC2	5	71587288	0.91332
CARD6	5	40841184	0.91836
REEP2	5	138439017	-1.69473
DMGDH	5	78997606	0.48751
AP3B1	5	78000525	-0.21849
DCTN4	5	150708440	-0.76865
PDE6A	5	149857955	0.11979
SLF1	5	94618347	-1.85605
MED10	5	6371881	-1.13028
PDZD2	5	31639410	-0.54352
HSD17B4	5	119452443	0.47896
CDK7	5	69234795	-0.08694
CD180	5	67179613	-0.09333
FST	5	53480409	1.65044
CCNH	5	87391494	1.23642
DOCK2	5	169637247	1.65051
APC	5	112707498	-0.35676
NREP	5	111662621	-0.09262
WDR36	5	111091716	0.08579
CCNJL	5	160251652	-0.14955
FBN2	5	128257909	0.00185
NDUFS6	5	1801400	-0.11422
MARCH6	5	10353703	0.73835
NKD2	5	1008829	0.01892
FAM105A	5	14581775	-1.38604
RPL37	5	40825262	-2.21001
SKP2	5	36151989	0.62413
OSMR	5	38845858	0.28012
UGT3A1	5	35951010	0.51392
PLK2	5	58453982	-1.68375
PIK3R1	5	68215720	-1.39934
SSBP2	5	81413021	-0.21584
ANKRD31	5	75068275	-0.20372
IQGAP2	5	76403249	1.76601
LIX1	5	97091867	-0.3386
GIN1	5	103086000	0.77696
PPIP5K2	5	103120149	-1.02998
PAM	5	102753981	1.02998
BDP1	5	71455615	-3.42899
GTF2H2	5	71032670	1.02195
SLC30A5	5	69093646	0.46082
BTF3	5	73498408	-2.89415
FBXL17	5	107859035	-0.55028
FEM1C	5	115520908	-2.86682
ATG12	5	115828200	0.58793
MEGF10	5	127290831	-0.12839
ADAMTS19	5	129460265	-3.29887
CXCL14	5	135570679	-0.13187
DDX46	5	134758771	-1.12535
RNF145	5	159157409	0.08699
GABRA6	5	161547063	-0.31956
GABRB2	5	161288429	-0.83058
FBXO38	5	148383935	0.11202
PCYOX1L	5	149358007	0.14186
TNIP1	5	151029945	-2.52958
G3BP1	5	151771045	1.67004
ZNF300	5	150894392	-1.16031
NHP2	5	178149460	1.00551
RMND5B	5	178130996	-0.7734
CPLX2	5	175796310	-0.59854
TENM2	5	167284799	0.16639
PCDHB18P	5	141234333	1.94694
ZMAT2	5	140698680	-1.21994
KLHL3	5	137617500	0.05782
TRIM41	5	181222499	-0.74674
HIGD2A	5	176388747	-2.14446
FAM193B	5	177519788	1.17202
RNF44	5	176526697	-1.16824
RASGEF1C	5	180100791	3.50482
MTMR12	5	32226994	-0.09024
FAM173B	5	10226330	-1.05919
CSNK1G3	5	123512099	-0.85066
SRFBP1	5	121961961	0.31361
CCL28	5	43376645	-0.67625
PARP8	5	50665899	-0.80135
ATG10	5	81972025	-0.72615
SPOCK1	5	136975298	-0.1895
FAM151B	5	80487969	-0.32707
HOMER1	5	79372636	1.00515
XRCC4	5	83077498	0.11007
CAMK4	5	111223653	0.37565
TRIM36	5	115124762	0.40186
NADK2	5	36192592	0.39109
PELO	5	52787940	-4.32923
SAR1B	5	134601144	-1.10219
CATSPER3	5	134967906	0.23125
PART1	5	60487713	-0.2575
RAB3C	5	58582221	-1.61725
RAD17	5	69369293	-0.27809
SRP19	5	112861222	1.98451
LPCAT1	5	1456480	0.47941
PLEKHG4B	5	92151	1.63315
CHD1	5	98853985	-2.02
ANKH	5	14704804	2.94308
FAM134B	5	16473038	1.33874
CDH12	5	21750673	0.5156
GRAMD3	5	126360132	-2.44602
LARP1	5	154712902	-0.06942
SETD9	5	56909260	-0.79039
MIER3	5	56919602	0.71343
PPARGC1B	5	149730298	-0.30623
SLC26A2	5	149960737	-3.12654
LSM11	5	157743695	-0.56341
MED7	5	157137412	0.24433
SH3RF2	5	145936579	-0.64451
PPP2R2B	5	146581146	1.2017
FCHO2	5	72955981	-2.95546
NRG2	5	139846779	2.39502
CDC42SE2	5	131245493	-1.65262
RAPGEF6	5	131423921	2.05329
SQSTM1	5	179806398	-0.95113
MGAT4B	5	179797597	-3.89508
ITGA2	5	52989326	1.92095
MOCS2	5	53095679	0.72083
SLC45A2	5	33944616	-0.89084
EDIL3	5	83940554	-0.27475
TMEM161B	5	88189633	0.92058
NDUFAF2	5	60945129	-0.83646
LMBRD2	5	36098412	1.38691
RANBP3L	5	36248434	-0.87106
NIPBL	5	36876759	-1.10203
RNF180	5	64165844	1.30289
STARD4	5	111496033	1.84458
PGGT1B	5	115204012	0.54378
F2RL2	5	76615482	-3.41149
CMBL	5	10275875	-1.05919
AGGF1	5	77029251	1.80221
NDUFS4	5	53560633	0.73068
HTR4	5	148451032	3.60111
GRPEL2	5	149345430	-0.34712
ARSK	5	95555074	-0.47858
RHOBTB3	5	95713522	0.31572
GPX8	5	55160118	0.48771
TIGD6	5	149993118	-0.98876
SERINC5	5	80111651	0.9623
ERAP1	5	96760810	-0.13493
PAPD4	5	79612120	-0.85194
EBF1	5	158695916	0.07306
ANKRA2	5	73552335	1.13571
UTP15	5	73565443	1.13571
NSA2	5	74766991	1.50565
GFM2	5	74721204	1.37221
ACSL6	5	131949973	-1.27665
SEPT8	5	132750817	-0.56512
SHROOM1	5	132822141	-1.97822
GDF9	5	132861181	1.7797
LEAP2	5	132872322	0.65038
CREBRF	5	173056352	0.04964
ANKRD55	5	56099678	-0.50326
GALNT10	5	154190730	0.72925
SAP30L	5	154445957	1.78155
RPS14	5	150443190	0.26023
HCN1	5	45254950	2.09056
MYOZ3	5	150660874	0.25785
SLU7	5	160401641	0.70505
PTTG1	5	160421822	1.97935
CAMLG	5	134738501	2.35545
FBXL21	5	135930317	-0.042
RELL2	5	141636950	-1.3511
PHAX	5	126600268	-4.07004
ALDH7A1	5	126531200	2.34787
NSD1	5	177133025	0.02575
BTNL9	5	181040225	-0.18202
UBTD2	5	172209640	0.92604
DNAJC21	5	34929593	-1.0121
ZNF608	5	124636913	-0.39683
PPIC	5	123023250	-1.67556
ZNF354A	5	178711592	1.6761
RGS14	5	177357837	1.19137
LMAN2	5	177331562	-0.12866
RAB24	5	177301198	0.33102
PRELID1	5	177303774	-0.2743
SH3TC2	5	148923639	2.24921
HSPB3	5	54455601	-0.13601
STK32A	5	147234963	-1.0186
HINT1	5	131159027	2.40209
CTNND2	5	10971840	0.02472
FAM153A	5	177707981	0.57161
FABP6	5	160187367	-0.41807
PWWP2A	5	160061801	0.07268
FAXDC2	5	154818491	-0.03665
HARS	5	140673173	1.21994
DNAJC18	5	139408588	-2.14842
SPATA24	5	139396563	-1.14169
NUDCD2	5	163446526	-0.88115
HSPA4	5	133051962	2.49116
SGCD	5	155870344	2.27597
TPPP	5	659862	-0.79903
TBCA	5	77691166	-1.71518
ENC1	5	74627406	-0.36793
SYNPO	5	150601080	-0.17402
C5orf34	5	43486701	-2.29687
FNDC9	5	157341600	1.00555
DCP2	5	112976702	1.44996
DMXL1	5	119037772	-2.03881
LVRN	5	115962454	-0.07758
GPR151	5	146513103	0.65832
FAM174A	5	100535305	0.52224
RGMB	5	98768650	2.10688
TMEM167A	5	83052846	0.5002
SH3PXD2B	5	172325000	-0.03479
CLTB	5	176392455	-0.44346
MCTP1	5	94703741	-1.58445
NR2F1	5	93583337	3.93045
EIF4E1B	5	176630682	0.56913
LYSMD3	5	90515611	0.26529
JAKMIP2	5	147585439	0.55644
RUFY1	5	179550558	-0.21375
BASP1	5	17065598	-1.40389
MTX3	5	79976731	-4.5179
SLC38A9	5	55625845	1.03634
NIM1K	5	43192071	2.54719
ATOX1	5	151742316	1.54019
PCDHB9	5	141187127	-0.62687
AP3S1	5	115841481	2.23897
SNX18	5	54517759	0.06733
EXOC3	5	443158	-0.25871
F2R	5	76716043	-1.80698
C5orf30	5	103258702	2.17715
C5orf24	5	134845680	0.18593
CSF1R	5	150053291	-2.58626
IGIP	5	140125935	-0.96038
PLCXD3	5	41306954	0.62663
DDX41	5	177511577	-0.26884
CCDC125	5	69280175	-1.22591
FBXL7	5	15500196	0.13715
GUSBP1	5	21341833	-0.3698
TRIM52	5	181254417	-0.77053
ARSI	5	150296343	0.22476
SLIT3	5	168661733	-0.12231
PRR16	5	120464278	-0.59391
DRD1	5	175440039	1.69144
PURA	5	140107777	-0.77858
KIAA0825	5	94152966	-0.16015
LRRC70	5	62578735	-2.1887
PRELID2	5	145471799	0.16273
RPS23	5	82273358	1.08565
RGS7BP	5	64506257	-3.21978
LYRM7	5	131170810	-2.97488
TMEM232	5	110289233	0.88857
PP7080	5	466124	0.0956
FBLL1	5	168529116	1.9514
SMIM15	5	61157709	1.26481
GM2A	5	151212150	0.56788
ANXA6	5	151100712	0.09322
ZNF300P1	5	150930645	-1.48789
SLC22A5	5	132369752	-3.75056
HNRNPAB	5	178204507	0.42969
PCDHB11	5	141199582	-0.62376
C5orf56	5	132410636	-1.44082
C5orf42	5	37106228	0.35357
OCLN	5	69492292	1.48791
SGTB	5	65665928	-2.19205
FCHSD1	5	141639302	1.41144
GRK6	5	177403204	-0.75039
CCDC69	5	151181052	0.63842
TTC37	5	95463895	0.40491
SOWAHA	5	132813587	1.65449
PJA2	5	109334709	-0.38781
RACK1	5	181236909	0.41711
FAM153C	5	178006405	0.67799
CTC-308K20.1	5	172954786	0.7794
FAM196B	5	169864264	0.1324
PCDHGA1	5	141330571	2.37697
PCDHA9	5	140847463	1.23317
PCDHA4	5	140806929	0.15378
PCDHA2	5	140794852	-0.92973
PCDHA1	5	140786136	1.23317
CCNI2	5	132747445	1.65449
SNX2	5	122774996	-1.56573
ATP6AP1L	5	82279462	-1.08606
SMN2	5	70049612	-0.83507
SERF1B	5	70025247	0.7928
C5orf51	5	41904188	-0.38343
ZDHHC11B	5	710360	-0.89472
GPX3	5	151020438	1.57903
MXD3	5	177301461	0.89376
SRA1	5	140537340	0.38854
GNL3LP1	5	60891935	-1.54207
AC091878.1	5	17130028	-1.62189
UBE2QL1	5	6448623	-0.80015
ZBED8	5	160393148	0.85467
EXOC3-AS1	5	441498	-1.26317
GTF2H2B	5	70415352	-0.90042
PDZPH1P	5	103430406	0.30438
PROB1	5	139390592	1.16222
DHFR	5	80626228	-0.91441
AC005592.2	5	142325293	1.57983
AC034220.3	5	132311285	2.02991
AC005592.1	5	142745600	-0.63138
NR2F1-AS1	5	93409359	0.04478
PCDHA13	5	140882208	2.63382
AMACR	5	33986178	-0.83534
PCDHGC4	5	141484997	2.89433
EIF4EBP3	5	140547666	-1.02161
PCDHAC2	5	140966235	-0.60981
LIFR-AS1	5	38556786	0.58946
LINC00847	5	180830957	1.36486
CTC-241N9.1	5	179859013	4.602
LINC01184	5	127940426	3.37833
RP11-1277A3.2	5	177619059	0.53543
MIR4458HG	5	8450743	-0.7657
CKMT2-AS1	5	81204084	-0.33993
CTD-2366F13.1	5	53109842	3.53049
TMEM161B-AS1	5	88268895	2.7064
NNT-AS1	5	43571594	-2.23165
TRIM52-AS1	5	181261212	-0.61437
LUCAT1	5	91303029	-0.4456
SEMA6A-AS1	5	116447547	1.66486
RP11-844P9.5	5	176143085	-1.20763
RP11-331K21.1	5	149163955	2.2633
OXCT1-AS1	5	41870030	-0.54948
CTD-2083E4.6	5	269858	1.80032
CTD-2015H6.3	5	80482293	0.23636
AC010226.4	5	115602057	0.93846
CTB-78O21.1	5	145728360	-0.88483
RP11-434D9.1	5	67379378	2.42449
CTD-2203K17.1	5	33424025	-0.09134
CTC-329D1.2	5	140370891	2.63382
CTD-2236F14.1	5	76606608	1.31824
ECSCR	5	139448556	0.87936
PDCD6	5	271621	0.06249
LINC01018	5	6582136	0.98216
PCDHA10	5	140855883	-1.65622
RP11-381K20.2	5	137814333	0.80299
EEF1A1P13	5	14651941	-3.95396
CTD-2269F5.1	5	84384427	-1.99029
RP11-136K7.2	5	71351855	-0.27035
FLJ33360	5	6310441	1.07321
KRT8P33	5	123400922	-5.43117
CTD-2154H6.1	5	103408941	-0.21091
SEPP1	5	42799880	-0.36255
SNHG18	5	9546200	-1.34006
AC005355.1	5	134436711	-0.23125
TMED7-TICAM2	5	115578642	0.77686
FOXD1	5	73444827	-0.94103
RP11-1280N14.3	5	71102898	0.17662
PCDHGA12	5	141430589	-2.20138
GUSBP3	5	69639459	-0.18581
CTC-534A2.2	5	65624765	1.32166
PCDHGB6	5	141408021	-2.81883
AC012613.2	5	149216523	-6.0456
PCDHGA7	5	141382739	0.86055
PCDHGA6	5	141373914	-0.75738
LINC01170	5	124059794	1.07174
RP11-1415C14.3	5	70219918	-0.90042
PCDHGA10	5	141412987	-2.10634
PCDHGB4	5	141387698	0.75976
PCDHGB7	5	141417645	-0.63082
CTB-78F1.1	5	167653228	-1.8067
PCDHGB1	5	141350102	-0.89584
CTB-12O2.1	5	151949571	-2.89617
CTB-131B5.5	5	140157319	-1.41513
RP11-1415C14.4	5	70197255	0.99695
ANKHD1-EIF4EBP3	5	140401908	-1.83555
PCDHA3	5	140801028	0.33334
SMIM3	5	150777946	-0.10442
DND1	5	140670794	1.21994
CTD-2256P15.2	5	10352701	0.97289
CTB-36H16.2	5	122832356	0.57457
CTD-2083E4.4	5	213898	-0.2394
CTD-2165H16.4	5	14661808	5.48446
PCDHGB3	5	141370264	-0.60981
CTC-487M23.5	5	112893333	2.73048
CTD-2124B8.2	5	37286449	1.34037
RP11-343L5.2	5	83049376	-2.86339
CTD-2287O16.5	5	116083807	-2.14724
CTC-366B18.4	5	75608817	-1.18049
AC005618.6	5	141326210	0.89578
CTD-2186M15.3	5	32174471	0.86674
AC005754.8	5	141118680	-1.37857
CTB-113P19.5	5	151724831	-1.89094
RP11-53O19.3	5	44826076	-1.2002
RP11-79P5.9	5	73497550	-2.45387
PCDHB16	5	141181399	-2.43816
C1QTNF3-AMACR	5	33987174	-1.73973
CTD-2410N18.4	5	134205614	1.84284
TAF9	5	69364743	-0.63568
RP11-449H3.3	5	146203550	0.84781
PCDHGB5	5	141397987	-1.44372
HEIH	5	180829954	0.20056
RP11-517I3.2	5	126496279	-0.12839
CTD-2353F22.2	5	36667717	0.58084
CTD-2008E3.1	5	31558573	0.07555
CTC-463A16.1	5	142165767	-1.84973
CTD-2591A1.1	5	54643557	-0.87751
CTC-351M12.1	5	69186359	1.46158
JAKMIP2-AS1	5	147559994	0.12401
MATR3	5	139273752	-1.22782
ENPP4	6	46129993	-1.28836
TEAD3	6	35473597	-1.22875
MYLIP	6	16129125	-1.41503
PSMB1	6	170535117	-0.60479
TFAP2B	6	50818723	4.64539
REV3L	6	111299028	-1.63398
VTA1	6	142147162	0.37542
RANBP9	6	13621498	1.43702
FYN	6	111660332	-0.92581
HIVEP2	6	142751467	0.40975
PGM3	6	83161150	2.13779
RWDD2A	6	83193379	-1.73703
UFL1	6	96521595	-0.53181
IL20RA	6	136999971	-0.90897
SERPINB1	6	2832332	-0.06469
UBR2	6	42564062	0.98373
CCDC28A	6	138773509	-0.16079
RRAGD	6	89364636	2.0042
SEC63	6	107867756	1.23789
IFNGR1	6	137197484	2.66155
TBPL1	6	133952170	2.26908
BCLAF1	6	136256863	-2.95181
TFB1M	6	155257509	-0.88317
CENPQ	6	49463378	1.43755
PEX3	6	143450807	-1.56558
CUL7	6	43037617	3.68954
DTNBP1	6	15522801	-1.68496
GOPC	6	117560269	1.74383
MRPS10	6	42206801	-1.0141
GUCA1A	6	42155406	-0.93419
MCUR1	6	13786557	0.36691
FOXC1	6	1609972	1.51037
TAB2	6	149218641	-0.16836
TRAF3IP2	6	111556454	1.86862
PRDM1	6	106086320	0.80019
ATG5	6	106045423	0.04844
MPC1	6	166364919	0.12153
ZNF76	6	35258909	0.04978
UHRF1BP1	6	34792015	-0.31154
TBC1D22B	6	37257772	-0.07569
SNAP91	6	83552880	-1.43478
CYB5R4	6	83859643	-1.17831
ME1	6	83210389	2.20788
ADGRF5	6	46852512	-0.84783
RPS6KA2	6	166409364	-2.61681
TUBE1	6	112070777	2.09658
EDN1	6	12290363	-0.31919
EPB41L2	6	130839347	-2.87894
RIMS1	6	71886703	0.21167
STX7	6	132445867	0.4281
DDX43	6	73394748	-0.36376
SESN1	6	108986437	-0.37586
OSTM1	6	108041409	-0.60789
FAM135A	6	70412941	-0.37077
COL19A1	6	69866571	-1.17519
PREP	6	105277565	-1.42059
MAP3K4	6	160991727	-1.91382
ESR1	6	151656691	-3.54442
RGS17	6	153004459	-1.15025
ECHDC1	6	127288710	-0.60729
TREM2	6	41158506	-0.15232
BRPF3	6	36196744	0.81827
MRPS18A	6	43671303	-1.95879
EFHC1	6	52362123	-3.13243
HSP90AB1	6	44246166	0.42468
DSP	6	7541575	-0.46272
COL12A1	6	75084326	-1.96962
TDP2	6	24649977	2.65502
FRK	6	115931149	2.05056
DSE	6	116254173	-0.47327
RSPH4A	6	116616479	1.76018
MAK	6	10762723	-2.58708
GCNT2	6	10492223	-1.61661
NEDD9	6	11183298	0.26216
CEP85L	6	118460772	-0.30693
ASF1A	6	118894220	1.3109
MCM9	6	118813442	-2.15025
FAM184A	6	118959763	0.02544
GABRR2	6	89257208	-0.21171
TPD52L1	6	125119049	1.34263
HINT3	6	125956781	1.79405
FAM65B	6	24804282	-1.5411
UST	6	148747328	1.11131
FBXO5	6	152970519	-1.03154
MTRF1L	6	152987362	-2.23756
FANCE	6	35452361	0.81827
MAPK14	6	36027677	0.75004
KCTD20	6	36442767	-5.2975
SOD2	6	159669057	0.77039
MRPL18	6	159789812	1.95695
MCM3	6	52264009	-2.56442
RNF8	6	37353972	-0.01792
PHACTR1	6	12716805	-0.20359
FBXO9	6	53051991	-0.89202
MDN1	6	89642499	-0.67835
BACH2	6	89926529	-2.65176
CAP2	6	17393216	0.30594
ZNF451	6	57086844	1.48095
BAG2	6	57172326	-0.75026
FHL5	6	96562548	-0.76088
GPR63	6	96794126	1.84788
CCNC	6	99542380	0.54054
PRDM13	6	99606730	0.08625
E2F3	6	20401906	-0.20891
PTP4A1	6	63521761	-2.10827
ASCC3	6	100508194	0.33633
BVES	6	105096822	1.10727
COL9A1	6	70215061	-3.63238
WASF1	6	110099819	0.61963
GPLD1	6	24424565	1.05628
AIM1	6	106360808	-1.55889
ACOT13	6	24667035	0.42824
SMAP1	6	70667776	0.56002
RPS12	6	132814441	-0.39865
C6orf62	6	24704861	-1.9571
B3GAT2	6	70856679	0.64659
SOBP	6	107489958	3.41582
SNX3	6	108211222	-1.07791
HBS1L	6	134960378	3.42323
PEX7	6	136822564	2.37858
FIG4	6	109691312	2.58013
PERP	6	138088505	-0.87725
ARFGEF3	6	138161921	-0.43872
SLC16A10	6	111087503	1.64876
ADGRG6	6	142301854	-0.98356
PHACTR2	6	143536845	-0.24113
EPM2A	6	145501583	-2.22275
CCR6	6	167111807	-0.12064
PACRG	6	162727132	0.20492
SMOC2	6	168441151	-1.18189
CCND3	6	41934933	-0.93406
BYSL	6	41921188	-1.75712
PRPH2	6	42696600	1.09024
PPP2R5D	6	42984499	0.36794
EXOC2	6	485133	8.67054
COX7A2	6	75237675	-0.35906
TMEM30A	6	75252924	-0.66107
GMDS	6	1623806	-4.73102
IMPG1	6	75921115	1.27421
VEGFA	6	43770184	0.69482
TTK	6	80003887	-2.99434
SLC29A1	6	44219505	-0.77349
LAMA4	6	112108760	-1.5474
FAM46A	6	81491439	0.53369
CLIC5	6	45898451	8.4096
ENPP5	6	46159187	1.3939
LY86	6	6588108	-0.09859
TBX18	6	84687351	0.17557
ELOVL4	6	79914812	-2.99434
CASP8AP2	6	89829894	0.96767
UBE3D	6	82892398	0.40837
PHF3	6	63635820	1.87861
PLAGL1	6	143940300	-0.54195
FBXO30	6	145793502	-2.35501
TNFAIP3	6	137867188	0.91009
RAB32	6	146543693	-1.52936
ALDH8A1	6	134917390	-0.9206
SGK1	6	134169246	0.41932
RNF146	6	127266610	1.90872
FOXO3	6	108559835	-1.37063
ARMC2	6	108848416	2.47866
SLC17A5	6	73593379	0.50994
OGFRL1	6	71288803	-0.94509
MTHFD1L	6	150865549	-1.52412
LRP11	6	149818798	-2.08371
